,Variable Name,Schedule,Line,Column,Column Description,Variable / Line Description,
,slc.12.1631.07,12,1631,07,- n.a. -,"Recreation facilities - Golf Course, Marina, Ski Hill",
,slc.12.1634.01,12,1634,01,Ontario Conditional Grants,Recreation facilities - Other,
,slc.12.1634.02,12,1634,02,Canada Conditional Grants,Recreation facilities - Other,
,slc.12.1634.03,12,1634,03,Other Municipalities,Recreation facilities - Other,
,slc.12.1634.04,12,1634,04,User Fees and Service Charges,Recreation facilities - Other,
,slc.12.1634.05,12,1634,05,- n.a. -,Recreation facilities - Other,
,slc.12.1634.06,12,1634,06,- n.a. -,Recreation facilities - Other,
,slc.12.1634.07,12,1634,07,- n.a. -,Recreation facilities - Other,
,slc.12.1640.01,12,1640,01,Ontario Conditional Grants,Libraries,
,slc.12.1640.02,12,1640,02,Canada Conditional Grants,Libraries,
,slc.12.1640.03,12,1640,03,Other Municipalities,Libraries,
,slc.12.1640.04,12,1640,04,User Fees and Service Charges,Libraries,
,slc.12.1640.05,12,1640,05,- n.a. -,Libraries,
,slc.12.1640.06,12,1640,06,- n.a. -,Libraries,
,slc.12.1640.07,12,1640,07,- n.a. -,Libraries,
,slc.12.1650.01,12,1650,01,Ontario Conditional Grants,Cultural services,
,slc.12.1650.02,12,1650,02,Canada Conditional Grants,Cultural services,
,slc.12.1650.03,12,1650,03,Other Municipalities,Cultural services,
,slc.12.1650.04,12,1650,04,User Fees and Service Charges,Cultural services,
,slc.12.1650.05,12,1650,05,- n.a. -,Cultural services,
,slc.12.1650.06,12,1650,06,- n.a. -,Cultural services,
,slc.12.1650.07,12,1650,07,- n.a. -,Cultural services,
,slc.12.1698.01,12,1698,01,Ontario Conditional Grants,Please specify,
,slc.12.1698.02,12,1698,02,Canada Conditional Grants,Please specify,
,slc.12.1698.03,12,1698,03,Other Municipalities,Please specify,
,slc.12.1698.04,12,1698,04,User Fees and Service Charges,Please specify,
,slc.12.1698.05,12,1698,05,- n.a. -,Please specify,
,slc.12.1698.06,12,1698,06,- n.a. -,Please specify,
,slc.12.1698.07,12,1698,07,- n.a. -,Please specify,
,slc.12.1699.01,12,1699,01,Ontario Conditional Grants,Subtotal,
,slc.12.1699.02,12,1699,02,Canada Conditional Grants,Subtotal,
,slc.12.1699.03,12,1699,03,Other Municipalities,Subtotal,
,slc.12.1699.04,12,1699,04,User Fees and Service Charges,Subtotal,
,slc.12.1699.05,12,1699,05,- n.a. -,Subtotal,
,slc.12.1699.06,12,1699,06,- n.a. -,Subtotal,
,slc.12.1699.07,12,1699,07,- n.a. -,Subtotal,
,slc.12.1810.01,12,1810,01,Ontario Conditional Grants,Planning and zoning,
,slc.12.1810.02,12,1810,02,Canada Conditional Grants,Planning and zoning,
,slc.12.1810.03,12,1810,03,Other Municipalities,Planning and zoning,
,slc.12.1810.04,12,1810,04,User Fees and Service Charges,Planning and zoning,
,slc.12.1810.05,12,1810,05,- n.a. -,Planning and zoning,
,slc.12.1810.06,12,1810,06,- n.a. -,Planning and zoning,
,slc.12.1810.07,12,1810,07,- n.a. -,Planning and zoning,
,slc.12.1820.01,12,1820,01,Ontario Conditional Grants,Commercial and industrial,
,slc.12.1820.02,12,1820,02,Canada Conditional Grants,Commercial and industrial,
,slc.12.1820.03,12,1820,03,Other Municipalities,Commercial and industrial,
,slc.12.1820.04,12,1820,04,User Fees and Service Charges,Commercial and industrial,
,slc.12.1820.05,12,1820,05,- n.a. -,Commercial and industrial,
,slc.12.1820.06,12,1820,06,- n.a. -,Commercial and industrial,
,slc.12.1820.07,12,1820,07,- n.a. -,Commercial and industrial,
,slc.12.1830.01,12,1830,01,Ontario Conditional Grants,Residential development,
,slc.12.1830.02,12,1830,02,Canada Conditional Grants,Residential development,
,slc.12.1830.03,12,1830,03,Other Municipalities,Residential development,
,slc.12.1830.04,12,1830,04,User Fees and Service Charges,Residential development,
,slc.12.1830.05,12,1830,05,- n.a. -,Residential development,
,slc.12.1830.06,12,1830,06,- n.a. -,Residential development,
,slc.12.1830.07,12,1830,07,- n.a. -,Residential development,
,slc.12.1840.01,12,1840,01,Ontario Conditional Grants,Agriculture and reforestation,
,slc.12.1840.02,12,1840,02,Canada Conditional Grants,Agriculture and reforestation,
,slc.12.1840.03,12,1840,03,Other Municipalities,Agriculture and reforestation,
,slc.12.1840.04,12,1840,04,User Fees and Service Charges,Agriculture and reforestation,
,slc.12.1840.05,12,1840,05,- n.a. -,Agriculture and reforestation,
,slc.12.1840.06,12,1840,06,- n.a. -,Agriculture and reforestation,
,slc.12.1840.07,12,1840,07,- n.a. -,Agriculture and reforestation,
,slc.12.1850.01,12,1850,01,Ontario Conditional Grants,Tile drainage/shoreline assistance,
,slc.12.1850.02,12,1850,02,Canada Conditional Grants,Tile drainage/shoreline assistance,
,slc.12.1850.03,12,1850,03,Other Municipalities,Tile drainage/shoreline assistance,
,slc.12.1850.04,12,1850,04,User Fees and Service Charges,Tile drainage/shoreline assistance,
,slc.12.1850.05,12,1850,05,- n.a. -,Tile drainage/shoreline assistance,
,slc.12.1850.06,12,1850,06,- n.a. -,Tile drainage/shoreline assistance,
,slc.12.1850.07,12,1850,07,- n.a. -,Tile drainage/shoreline assistance,
,slc.12.1898.01,12,1898,01,Ontario Conditional Grants,Please specify,
,slc.12.1898.02,12,1898,02,Canada Conditional Grants,Please specify,
,slc.12.1898.03,12,1898,03,Other Municipalities,Please specify,
,slc.12.1898.04,12,1898,04,User Fees and Service Charges,Please specify,
,slc.12.1898.05,12,1898,05,- n.a. -,Please specify,
,slc.12.1898.06,12,1898,06,- n.a. -,Please specify,
,slc.12.1898.07,12,1898,07,- n.a. -,Please specify,
,slc.12.1899.01,12,1899,01,Ontario Conditional Grants,Subtotal,
,slc.12.1899.02,12,1899,02,Canada Conditional Grants,Subtotal,
,slc.12.1899.03,12,1899,03,Other Municipalities,Subtotal,
,slc.12.1899.04,12,1899,04,User Fees and Service Charges,Subtotal,
,slc.12.1899.05,12,1899,05,- n.a. -,Subtotal,
,slc.12.1899.06,12,1899,06,- n.a. -,Subtotal,
,slc.12.1899.07,12,1899,07,- n.a. -,Subtotal,
,slc.12.1910.01,12,1910,01,Ontario Conditional Grants,Please specify,
,slc.12.1910.02,12,1910,02,Canada Conditional Grants,Please specify,
,slc.12.1910.03,12,1910,03,Other Municipalities,Please specify,
,slc.12.1910.04,12,1910,04,User Fees and Service Charges,Please specify,
,slc.12.1910.05,12,1910,05,- n.a. -,Please specify,
,slc.12.1910.06,12,1910,06,- n.a. -,Please specify,
,slc.12.1910.07,12,1910,07,- n.a. -,Please specify,
,slc.12.3099.01,12,3099,01,Ontario Conditional Grants,Electricity,
,slc.12.3099.02,12,3099,02,Canada Conditional Grants,Electricity,
,slc.12.3099.03,12,3099,03,Other Municipalities,Electricity,
,slc.12.3099.04,12,3099,04,User Fees and Service Charges,Electricity,
,slc.12.3099.05,12,3099,05,- n.a. -,Electricity,
,slc.12.3099.06,12,3099,06,- n.a. -,Electricity,
,slc.12.3099.07,12,3099,07,- n.a. -,Electricity,
,slc.12.3299.01,12,3299,01,Ontario Conditional Grants,Gas,
,slc.12.3299.02,12,3299,02,Canada Conditional Grants,Gas,
,slc.12.3299.03,12,3299,03,Other Municipalities,Gas,
,slc.12.3299.04,12,3299,04,User Fees and Service Charges,Gas,
,slc.12.3299.05,12,3299,05,- n.a. -,Gas,
,slc.12.3299.06,12,3299,06,- n.a. -,Gas,
,slc.12.3299.07,12,3299,07,- n.a. -,Gas,
,slc.12.3499.01,12,3499,01,Ontario Conditional Grants,Telephone,
,slc.12.3499.02,12,3499,02,Canada Conditional Grants,Telephone,
,slc.12.3499.03,12,3499,03,Other Municipalities,Telephone,
,slc.12.3499.04,12,3499,04,User Fees and Service Charges,Telephone,
,slc.12.3499.05,12,3499,05,- n.a. -,Telephone,
,slc.12.3499.06,12,3499,06,- n.a. -,Telephone,
,slc.12.3499.07,12,3499,07,- n.a. -,Telephone,
,slc.12.9910.01,12,9910,01,Ontario Conditional Grants,TOTAL,
,slc.12.9910.02,12,9910,02,Canada Conditional Grants,TOTAL,
,slc.12.9910.03,12,9910,03,Other Municipalities,TOTAL,
,slc.12.9910.04,12,9910,04,User Fees and Service Charges,TOTAL,
,slc.12.9910.05,12,9910,05,- n.a. -,TOTAL,
,slc.12.9910.06,12,9910,06,- n.a. -,TOTAL,
,slc.12.9910.07,12,9910,07,- n.a. -,TOTAL,
,slc.20.202.02,20,202,02,Y or N,N New Multi-Residential,
,slc.20.202.03,20,202,03,- n.a. -,N New Multi-Residential,
,slc.20.202.04,20,202,04,- n.a. -,N New Multi-Residential,
,slc.20.202.05,20,202,05,- n.a. -,N New Multi-Residential,
,slc.20.202.06,20,202,06,- n.a. -,N New Multi-Residential,
,slc.20.202.07,20,202,07,- n.a. -,N New Multi-Residential,
,slc.20.202.08,20,202,08,- n.a. -,N New Multi-Residential,
,slc.20.202.09,20,202,09,- n.a. -,N New Multi-Residential,
,slc.20.202.10,20,202,10,- n.a. -,N New Multi-Residential,
,slc.20.202.11,20,202,11,- n.a. -,N New Multi-Residential,
,slc.20.205.02,20,205,02,Y or N,"G Parking Lot (Includes CJ,CR,CX,CY,CZ)",
,slc.20.205.03,20,205,03,- n.a. -,"G Parking Lot (Includes CJ,CR,CX,CY,CZ)",
,slc.20.205.04,20,205,04,- n.a. -,"G Parking Lot (Includes CJ,CR,CX,CY,CZ)",
,slc.20.205.05,20,205,05,- n.a. -,"G Parking Lot (Includes CJ,CR,CX,CY,CZ)",
,slc.20.205.06,20,205,06,- n.a. -,"G Parking Lot (Includes CJ,CR,CX,CY,CZ)",
,slc.20.205.07,20,205,07,- n.a. -,"G Parking Lot (Includes CJ,CR,CX,CY,CZ)",
,slc.20.205.08,20,205,08,- n.a. -,"G Parking Lot (Includes CJ,CR,CX,CY,CZ)",
,slc.20.205.09,20,205,09,- n.a. -,"G Parking Lot (Includes CJ,CR,CX,CY,CZ)",
,slc.20.205.10,20,205,10,- n.a. -,"G Parking Lot (Includes CJ,CR,CX,CY,CZ)",
,slc.20.205.11,20,205,11,- n.a. -,"G Parking Lot (Includes CJ,CR,CX,CY,CZ)",
,slc.20.210.02,20,210,02,Y or N,D Office Building,
,slc.20.210.03,20,210,03,- n.a. -,D Office Building,
,slc.20.210.04,20,210,04,- n.a. -,D Office Building,
,slc.20.210.05,20,210,05,- n.a. -,D Office Building,
,slc.20.210.06,20,210,06,- n.a. -,D Office Building,
,slc.20.210.07,20,210,07,- n.a. -,D Office Building,
,slc.20.210.08,20,210,08,- n.a. -,D Office Building,
,slc.20.210.09,20,210,09,- n.a. -,D Office Building,
,slc.20.210.10,20,210,10,- n.a. -,D Office Building,
,slc.20.210.11,20,210,11,- n.a. -,D Office Building,
,slc.20.215.02,20,215,02,Y or N,S Shopping Centre,
,slc.20.215.03,20,215,03,- n.a. -,S Shopping Centre,
,slc.20.215.04,20,215,04,- n.a. -,S Shopping Centre,
,slc.20.215.05,20,215,05,- n.a. -,S Shopping Centre,
,slc.20.215.06,20,215,06,- n.a. -,S Shopping Centre,
,slc.20.215.07,20,215,07,- n.a. -,S Shopping Centre,
,slc.20.215.08,20,215,08,- n.a. -,S Shopping Centre,
,slc.20.215.09,20,215,09,- n.a. -,S Shopping Centre,
,slc.20.215.10,20,215,10,- n.a. -,S Shopping Centre,
,slc.20.215.11,20,215,11,- n.a. -,S Shopping Centre,
,slc.20.220.02,20,220,02,Y or N,L Large Industrial,
,slc.20.220.03,20,220,03,- n.a. -,L Large Industrial,
,slc.20.220.04,20,220,04,- n.a. -,L Large Industrial,
,slc.20.220.05,20,220,05,- n.a. -,L Large Industrial,
,slc.20.220.06,20,220,06,- n.a. -,L Large Industrial,
,slc.20.220.07,20,220,07,- n.a. -,L Large Industrial,
,slc.20.220.08,20,220,08,- n.a. -,L Large Industrial,
,slc.20.220.09,20,220,09,- n.a. -,L Large Industrial,
,slc.20.220.10,20,220,10,- n.a. -,L Large Industrial,
,slc.20.220.11,20,220,11,- n.a. -,L Large Industrial,
,slc.20.225.02,20,225,02,Y or N,Please specify,
,slc.20.225.03,20,225,03,- n.a. -,Please specify,
,slc.20.225.04,20,225,04,- n.a. -,Please specify,
,slc.20.225.05,20,225,05,- n.a. -,Please specify,
,slc.20.225.06,20,225,06,- n.a. -,Please specify,
,slc.20.225.07,20,225,07,- n.a. -,Please specify,
,slc.20.225.08,20,225,08,- n.a. -,Please specify,
,slc.20.225.09,20,225,09,- n.a. -,Please specify,
,slc.20.225.10,20,225,10,- n.a. -,Please specify,
,slc.20.225.11,20,225,11,- n.a. -,Please specify,
,slc.20.320.02,20,320,02,Decrease - Percentage Retained,M Multi-Residential,
,slc.20.320.03,20,320,03,Tax Adjustment - Increasers,M Multi-Residential,
,slc.20.320.04,20,320,04,Net Class Impact,M Multi-Residential,
,slc.20.320.05,20,320,05,Annualized Tax Limit,M Multi-Residential,
,slc.20.320.06,20,320,06,CVA Tax Limit,M Multi-Residential,
,slc.20.320.07,20,320,07,CVA Threshold Value for Proteced Properties,M Multi-Residential,
,slc.20.320.08,20,320,08,CVA Threshold Value for Clawed Back Properties,M Multi-Residential,
,slc.20.320.09,20,320,09,- n.a. -,M Multi-Residential,
,slc.20.320.10,20,320,10,- n.a. -,M Multi-Residential,
,slc.20.320.11,20,320,11,- n.a. -,M Multi-Residential,
,slc.20.330.02,20,330,02,Decrease - Percentage Retained,C Commercial,
,slc.20.330.03,20,330,03,Tax Adjustment - Increasers,C Commercial,
,slc.20.330.04,20,330,04,Net Class Impact,C Commercial,
,slc.20.330.05,20,330,05,Annualized Tax Limit,C Commercial,
,slc.20.330.06,20,330,06,CVA Tax Limit,C Commercial,
,slc.20.330.07,20,330,07,CVA Threshold Value for Proteced Properties,C Commercial,
,slc.20.330.08,20,330,08,CVA Threshold Value for Clawed Back Properties,C Commercial,
,slc.20.330.09,20,330,09,- n.a. -,C Commercial,
,slc.20.330.10,20,330,10,- n.a. -,C Commercial,
,slc.20.330.11,20,330,11,- n.a. -,C Commercial,
,slc.20.340.02,20,340,02,Decrease - Percentage Retained,I Industrial,
,slc.20.340.03,20,340,03,Tax Adjustment - Increasers,I Industrial,
,slc.20.340.04,20,340,04,Net Class Impact,I Industrial,
,slc.20.340.05,20,340,05,Annualized Tax Limit,I Industrial,
,slc.20.340.06,20,340,06,CVA Tax Limit,I Industrial,
,slc.20.340.07,20,340,07,CVA Threshold Value for Proteced Properties,I Industrial,
,slc.20.340.08,20,340,08,CVA Threshold Value for Clawed Back Properties,I Industrial,
,slc.20.340.09,20,340,09,- n.a. -,I Industrial,
,slc.20.340.10,20,340,10,- n.a. -,I Industrial,
,slc.20.340.11,20,340,11,- n.a. -,I Industrial,
,slc.20.410.02,20,410,02,"Y, N or NA",Division B or Division C?,
,slc.20.410.03,20,410,03,- n.a. -,Division B or Division C?,
,slc.20.410.04,20,410,04,- n.a. -,Division B or Division C?,
,slc.20.410.05,20,410,05,- n.a. -,Division B or Division C?,
,slc.20.410.06,20,410,06,- n.a. -,Division B or Division C?,
,slc.20.410.07,20,410,07,- n.a. -,Division B or Division C?,
,slc.20.410.08,20,410,08,- n.a. -,Division B or Division C?,
,slc.20.410.09,20,410,09,- n.a. -,Division B or Division C?,
,slc.20.410.10,20,410,10,- n.a. -,Division B or Division C?,
,slc.20.410.11,20,410,11,- n.a. -,Division B or Division C?,
,slc.20.420.02,20,420,02,"Y, N or NA",Multi-Residential: was a portion of 5% limit funded by municipality?,
,slc.20.420.03,20,420,03,- n.a. -,Multi-Residential: was a portion of 5% limit funded by municipality?,
,slc.20.420.04,20,420,04,- n.a. -,Multi-Residential: was a portion of 5% limit funded by municipality?,
,slc.20.420.05,20,420,05,- n.a. -,Multi-Residential: was a portion of 5% limit funded by municipality?,
,slc.20.420.06,20,420,06,- n.a. -,Multi-Residential: was a portion of 5% limit funded by municipality?,
,slc.20.420.07,20,420,07,- n.a. -,Multi-Residential: was a portion of 5% limit funded by municipality?,
,slc.20.420.08,20,420,08,- n.a. -,Multi-Residential: was a portion of 5% limit funded by municipality?,
,slc.20.420.09,20,420,09,- n.a. -,Multi-Residential: was a portion of 5% limit funded by municipality?,
,slc.20.420.10,20,420,10,- n.a. -,Multi-Residential: was a portion of 5% limit funded by municipality?,
,slc.20.420.11,20,420,11,- n.a. -,Multi-Residential: was a portion of 5% limit funded by municipality?,
,slc.20.430.02,20,430,02,"Y, N or NA",Commercial: was a portion of 5% limit funded by municipality?,
,slc.20.430.03,20,430,03,- n.a. -,Commercial: was a portion of 5% limit funded by municipality?,
,slc.20.430.04,20,430,04,- n.a. -,Commercial: was a portion of 5% limit funded by municipality?,
,slc.20.430.05,20,430,05,- n.a. -,Commercial: was a portion of 5% limit funded by municipality?,
,slc.20.430.06,20,430,06,- n.a. -,Commercial: was a portion of 5% limit funded by municipality?,
,slc.20.430.07,20,430,07,- n.a. -,Commercial: was a portion of 5% limit funded by municipality?,
,slc.20.430.08,20,430,08,- n.a. -,Commercial: was a portion of 5% limit funded by municipality?,
,slc.20.430.09,20,430,09,- n.a. -,Commercial: was a portion of 5% limit funded by municipality?,
,slc.20.430.10,20,430,10,- n.a. -,Commercial: was a portion of 5% limit funded by municipality?,
,slc.20.430.11,20,430,11,- n.a. -,Commercial: was a portion of 5% limit funded by municipality?,
,slc.20.440.02,20,440,02,"Y, N or NA",Industrial: was a portion of 5% limit funded by municipality?,
,slc.20.440.03,20,440,03,- n.a. -,Industrial: was a portion of 5% limit funded by municipality?,
,slc.20.440.04,20,440,04,- n.a. -,Industrial: was a portion of 5% limit funded by municipality?,
,slc.20.440.05,20,440,05,- n.a. -,Industrial: was a portion of 5% limit funded by municipality?,
,slc.20.440.06,20,440,06,- n.a. -,Industrial: was a portion of 5% limit funded by municipality?,
,slc.20.440.07,20,440,07,- n.a. -,Industrial: was a portion of 5% limit funded by municipality?,
,slc.20.440.08,20,440,08,- n.a. -,Industrial: was a portion of 5% limit funded by municipality?,
,slc.20.440.09,20,440,09,- n.a. -,Industrial: was a portion of 5% limit funded by municipality?,
,slc.20.440.10,20,440,10,- n.a. -,Industrial: was a portion of 5% limit funded by municipality?,
,slc.20.440.11,20,440,11,- n.a. -,Industrial: was a portion of 5% limit funded by municipality?,
,slc.20.610.02,20,610,02,Grad. Tax Rates in Effect - Y or N,C Commercial,
,slc.20.610.03,20,610,03,Number of Tax Bands,C Commercial,
,slc.20.610.04,20,610,04,Low Band - CVA Boundary,C Commercial,
,slc.20.610.05,20,610,05,Low Band - % of Highes Band Rate,C Commercial,
,slc.20.610.06,20,610,06,Middle Band - CVA Boundary,C Commercial,
,slc.20.610.07,20,610,07,Middle Band - % fo Highest Band Rate,C Commercial,
,slc.20.610.08,20,610,08,- n.a. -,C Commercial,
,slc.20.610.09,20,610,09,- n.a. -,C Commercial,
,slc.20.610.10,20,610,10,- n.a. -,C Commercial,
,slc.20.610.11,20,610,11,- n.a. -,C Commercial,
,slc.20.611.02,20,611,02,Grad. Tax Rates in Effect - Y or N,G Parking Lot,
,slc.20.611.03,20,611,03,Number of Tax Bands,G Parking Lot,
,slc.20.611.04,20,611,04,Low Band - CVA Boundary,G Parking Lot,
,slc.20.611.05,20,611,05,Low Band - % of Highes Band Rate,G Parking Lot,
,slc.20.611.06,20,611,06,Middle Band - CVA Boundary,G Parking Lot,
,slc.20.611.07,20,611,07,Middle Band - % fo Highest Band Rate,G Parking Lot,
,slc.20.611.08,20,611,08,- n.a. -,G Parking Lot,
,slc.20.611.09,20,611,09,- n.a. -,G Parking Lot,
,slc.20.611.10,20,611,10,- n.a. -,G Parking Lot,
,slc.20.611.11,20,611,11,- n.a. -,G Parking Lot,
,slc.20.612.02,20,612,02,Grad. Tax Rates in Effect - Y or N,D Office Building,
,slc.20.612.03,20,612,03,Number of Tax Bands,D Office Building,
,slc.20.612.04,20,612,04,Low Band - CVA Boundary,D Office Building,
,slc.20.612.05,20,612,05,Low Band - % of Highes Band Rate,D Office Building,
,slc.20.612.06,20,612,06,Middle Band - CVA Boundary,D Office Building,
,slc.20.612.07,20,612,07,Middle Band - % fo Highest Band Rate,D Office Building,
,slc.20.612.08,20,612,08,- n.a. -,D Office Building,
,slc.20.612.09,20,612,09,- n.a. -,D Office Building,
,slc.20.612.10,20,612,10,- n.a. -,D Office Building,
,slc.20.612.11,20,612,11,- n.a. -,D Office Building,
,slc.20.613.02,20,613,02,Grad. Tax Rates in Effect - Y or N,S Shopping Centre,
,slc.20.613.03,20,613,03,Number of Tax Bands,S Shopping Centre,
,slc.20.613.04,20,613,04,Low Band - CVA Boundary,S Shopping Centre,
,slc.20.613.05,20,613,05,Low Band - % of Highes Band Rate,S Shopping Centre,
,slc.20.613.06,20,613,06,Middle Band - CVA Boundary,S Shopping Centre,
,slc.20.613.07,20,613,07,Middle Band - % fo Highest Band Rate,S Shopping Centre,
,slc.20.613.08,20,613,08,- n.a. -,S Shopping Centre,
,slc.20.613.09,20,613,09,- n.a. -,S Shopping Centre,
,slc.20.613.10,20,613,10,- n.a. -,S Shopping Centre,
,slc.20.613.11,20,613,11,- n.a. -,S Shopping Centre,
,slc.20.620.02,20,620,02,Grad. Tax Rates in Effect - Y or N,I Industrial,
,slc.20.620.03,20,620,03,Number of Tax Bands,I Industrial,
