Variable Name,Schedule,Line,Column,Column Description,Variable / Line Description,Rev_Exp_Staff_Other,Category,Include
slc.12.811.02,12,811,02,Canada Conditional Grants,Wastewater collection/conveyance,,,
slc.12.811.03,12,811,03,Other Municipalities,Wastewater collection/conveyance,,,
slc.12.811.04,12,811,04,User Fees and Service Charges,Wastewater collection/conveyance,,,
slc.12.811.05,12,811,05,Ontario Grants - Tangible Capital Assets,Wastewater collection/conveyance,,,
slc.12.811.06,12,811,06,Canada Grants - Tangible Capital Assets,Wastewater collection/conveyance,,,
slc.12.811.07,12,811,07,Other Municipalities - Tangible Capital Assets,Wastewater collection/conveyance,,,
slc.12.812.01,12,812,01,Ontario Conditional Grants,Wastewater treatment & disposal,,,
slc.12.812.02,12,812,02,Canada Conditional Grants,Wastewater treatment & disposal,,,
slc.12.812.03,12,812,03,Other Municipalities,Wastewater treatment & disposal,,,
slc.12.812.04,12,812,04,User Fees and Service Charges,Wastewater treatment & disposal,,,
slc.12.812.05,12,812,05,Ontario Grants - Tangible Capital Assets,Wastewater treatment & disposal,,,
slc.12.812.06,12,812,06,Canada Grants - Tangible Capital Assets,Wastewater treatment & disposal,,,
slc.12.812.07,12,812,07,Other Municipalities - Tangible Capital Assets,Wastewater treatment & disposal,,,
slc.12.821.01,12,821,01,Ontario Conditional Grants,Urban storm sewer system,,,
slc.12.821.02,12,821,02,Canada Conditional Grants,Urban storm sewer system,,,
slc.12.821.03,12,821,03,Other Municipalities,Urban storm sewer system,,,
slc.12.821.04,12,821,04,User Fees and Service Charges,Urban storm sewer system,,,
slc.12.821.05,12,821,05,Ontario Grants - Tangible Capital Assets,Urban storm sewer system,,,
slc.12.821.06,12,821,06,Canada Grants - Tangible Capital Assets,Urban storm sewer system,,,
slc.12.821.07,12,821,07,Other Municipalities - Tangible Capital Assets,Urban storm sewer system,,,
slc.12.822.01,12,822,01,Ontario Conditional Grants,Rural storm sewer system,,,
slc.12.822.02,12,822,02,Canada Conditional Grants,Rural storm sewer system,,,
slc.12.822.03,12,822,03,Other Municipalities,Rural storm sewer system,,,
slc.12.822.04,12,822,04,User Fees and Service Charges,Rural storm sewer system,,,
slc.12.822.05,12,822,05,Ontario Grants - Tangible Capital Assets,Rural storm sewer system,,,
slc.12.822.06,12,822,06,Canada Grants - Tangible Capital Assets,Rural storm sewer system,,,
slc.12.822.07,12,822,07,Other Municipalities - Tangible Capital Assets,Rural storm sewer system,,,
slc.12.831.01,12,831,01,Ontario Conditional Grants,Water treatment,,,
slc.12.831.02,12,831,02,Canada Conditional Grants,Water treatment,,,
slc.12.831.03,12,831,03,Other Municipalities,Water treatment,,,
slc.12.831.04,12,831,04,User Fees and Service Charges,Water treatment,,,
slc.12.831.05,12,831,05,Ontario Grants - Tangible Capital Assets,Water treatment,,,
slc.12.831.06,12,831,06,Canada Grants - Tangible Capital Assets,Water treatment,,,
slc.12.831.07,12,831,07,Other Municipalities - Tangible Capital Assets,Water treatment,,,
slc.12.832.01,12,832,01,Ontario Conditional Grants,Water distribution/transmission,,,
slc.12.832.02,12,832,02,Canada Conditional Grants,Water distribution/transmission,,,
slc.12.832.03,12,832,03,Other Municipalities,Water distribution/transmission,,,
slc.12.832.04,12,832,04,User Fees and Service Charges,Water distribution/transmission,,,
slc.12.832.05,12,832,05,Ontario Grants - Tangible Capital Assets,Water distribution/transmission,,,
slc.12.832.06,12,832,06,Canada Grants - Tangible Capital Assets,Water distribution/transmission,,,
slc.12.832.07,12,832,07,Other Municipalities - Tangible Capital Assets,Water distribution/transmission,,,
slc.12.840.01,12,840,01,Ontario Conditional Grants,Solid waste collection,,,
slc.12.840.02,12,840,02,Canada Conditional Grants,Solid waste collection,,,
slc.12.840.03,12,840,03,Other Municipalities,Solid waste collection,,,
slc.12.840.04,12,840,04,User Fees and Service Charges,Solid waste collection,,,
slc.12.840.05,12,840,05,Ontario Grants - Tangible Capital Assets,Solid waste collection,,,
slc.12.840.06,12,840,06,Canada Grants - Tangible Capital Assets,Solid waste collection,,,
slc.12.840.07,12,840,07,Other Municipalities - Tangible Capital Assets,Solid waste collection,,,
slc.12.850.01,12,850,01,Ontario Conditional Grants,Solid waste disposal,,,
slc.12.850.02,12,850,02,Canada Conditional Grants,Solid waste disposal,,,
slc.12.850.03,12,850,03,Other Municipalities,Solid waste disposal,,,
slc.12.850.04,12,850,04,User Fees and Service Charges,Solid waste disposal,,,
slc.12.850.05,12,850,05,Ontario Grants - Tangible Capital Assets,Solid waste disposal,,,
slc.12.850.06,12,850,06,Canada Grants - Tangible Capital Assets,Solid waste disposal,,,
slc.12.850.07,12,850,07,Other Municipalities - Tangible Capital Assets,Solid waste disposal,,,
slc.12.860.01,12,860,01,Ontario Conditional Grants,Waste diversion,,,
slc.12.860.02,12,860,02,Canada Conditional Grants,Waste diversion,,,
slc.12.860.03,12,860,03,Other Municipalities,Waste diversion,,,
slc.12.860.04,12,860,04,User Fees and Service Charges,Waste diversion,,,
slc.12.860.05,12,860,05,Ontario Grants - Tangible Capital Assets,Waste diversion,,,
slc.12.860.06,12,860,06,Canada Grants - Tangible Capital Assets,Waste diversion,,,
slc.12.860.07,12,860,07,Other Municipalities - Tangible Capital Assets,Waste diversion,,,
slc.12.898.01,12,898,01,Ontario Conditional Grants,Please specify,,,
slc.12.898.02,12,898,02,Canada Conditional Grants,Please specify,,,
slc.12.898.03,12,898,03,Other Municipalities,Please specify,,,
slc.12.898.04,12,898,04,User Fees and Service Charges,Please specify,,,
slc.12.898.05,12,898,05,Ontario Grants - Tangible Capital Assets,Please specify,,,
slc.12.898.06,12,898,06,Canada Grants - Tangible Capital Assets,Please specify,,,
slc.12.898.07,12,898,07,Other Municipalities - Tangible Capital Assets,Please specify,,,
slc.12.899.01,12,899,01,Ontario Conditional Grants,Subtotal,,,
slc.12.899.02,12,899,02,Canada Conditional Grants,Subtotal,,,
slc.12.899.03,12,899,03,Other Municipalities,Subtotal,,,
slc.12.899.04,12,899,04,User Fees and Service Charges,Subtotal,,,
slc.12.899.05,12,899,05,Ontario Grants - Tangible Capital Assets,Subtotal,,,
slc.12.899.06,12,899,06,Canada Grants - Tangible Capital Assets,Subtotal,,,
slc.12.899.07,12,899,07,Other Municipalities - Tangible Capital Assets,Subtotal,,,
slc.12.1010.01,12,1010,01,Ontario Conditional Grants,Public health services,,,
slc.12.1010.02,12,1010,02,Canada Conditional Grants,Public health services,,,
slc.12.1010.03,12,1010,03,Other Municipalities,Public health services,,,
slc.12.1010.04,12,1010,04,User Fees and Service Charges,Public health services,,,
slc.12.1010.05,12,1010,05,Ontario Grants - Tangible Capital Assets,Public health services,,,
slc.12.1010.06,12,1010,06,Canada Grants - Tangible Capital Assets,Public health services,,,
slc.12.1010.07,12,1010,07,Other Municipalities - Tangible Capital Assets,Public health services,,,
slc.12.1020.01,12,1020,01,Ontario Conditional Grants,Hospitals,,,
slc.12.1020.02,12,1020,02,Canada Conditional Grants,Hospitals,,,
slc.12.1020.03,12,1020,03,Other Municipalities,Hospitals,,,
slc.12.1020.04,12,1020,04,User Fees and Service Charges,Hospitals,,,
slc.12.1020.05,12,1020,05,Ontario Grants - Tangible Capital Assets,Hospitals,,,
slc.12.1020.06,12,1020,06,Canada Grants - Tangible Capital Assets,Hospitals,,,
slc.12.1020.07,12,1020,07,Other Municipalities - Tangible Capital Assets,Hospitals,,,
slc.12.1030.01,12,1030,01,Ontario Conditional Grants,Ambulance services,,,
slc.12.1030.02,12,1030,02,Canada Conditional Grants,Ambulance services,,,
slc.12.1030.03,12,1030,03,Other Municipalities,Ambulance services,,,
slc.12.1030.04,12,1030,04,User Fees and Service Charges,Ambulance services,,,
slc.12.1030.05,12,1030,05,Ontario Grants - Tangible Capital Assets,Ambulance services,,,
slc.12.1030.06,12,1030,06,Canada Grants - Tangible Capital Assets,Ambulance services,,,
slc.12.1030.07,12,1030,07,Other Municipalities - Tangible Capital Assets,Ambulance services,,,
slc.12.1035.01,12,1035,01,Ontario Conditional Grants,Ambulance dispatch,,,
slc.12.1035.02,12,1035,02,Canada Conditional Grants,Ambulance dispatch,,,
slc.12.1035.03,12,1035,03,Other Municipalities,Ambulance dispatch,,,
slc.12.1035.04,12,1035,04,User Fees and Service Charges,Ambulance dispatch,,,
slc.12.1035.05,12,1035,05,Ontario Grants - Tangible Capital Assets,Ambulance dispatch,,,
slc.12.1035.06,12,1035,06,Canada Grants - Tangible Capital Assets,Ambulance dispatch,,,
slc.12.1035.07,12,1035,07,Other Municipalities - Tangible Capital Assets,Ambulance dispatch,,,
slc.12.1040.01,12,1040,01,Ontario Conditional Grants,Cemeteries,,,
slc.12.1040.02,12,1040,02,Canada Conditional Grants,Cemeteries,,,
slc.12.1040.03,12,1040,03,Other Municipalities,Cemeteries,,,
slc.12.1040.04,12,1040,04,User Fees and Service Charges,Cemeteries,,,
slc.12.1040.05,12,1040,05,Ontario Grants - Tangible Capital Assets,Cemeteries,,,
slc.12.1040.06,12,1040,06,Canada Grants - Tangible Capital Assets,Cemeteries,,,
slc.12.1040.07,12,1040,07,Other Municipalities - Tangible Capital Assets,Cemeteries,,,
slc.12.1098.01,12,1098,01,Ontario Conditional Grants,Please specify,,,
slc.12.1098.02,12,1098,02,Canada Conditional Grants,Please specify,,,
slc.12.1098.03,12,1098,03,Other Municipalities,Please specify,,,
slc.12.1098.04,12,1098,04,User Fees and Service Charges,Please specify,,,
slc.12.1098.05,12,1098,05,Ontario Grants - Tangible Capital Assets,Please specify,,,
slc.12.1098.06,12,1098,06,Canada Grants - Tangible Capital Assets,Please specify,,,
slc.12.1098.07,12,1098,07,Other Municipalities - Tangible Capital Assets,Please specify,,,
slc.12.1099.01,12,1099,01,Ontario Conditional Grants,Subtotal,,,
slc.12.1099.02,12,1099,02,Canada Conditional Grants,Subtotal,,,
slc.12.1099.03,12,1099,03,Other Municipalities,Subtotal,,,
slc.12.1099.04,12,1099,04,User Fees and Service Charges,Subtotal,,,
slc.12.1099.05,12,1099,05,Ontario Grants - Tangible Capital Assets,Subtotal,,,
slc.12.1099.06,12,1099,06,Canada Grants - Tangible Capital Assets,Subtotal,,,
slc.12.1099.07,12,1099,07,Other Municipalities - Tangible Capital Assets,Subtotal,,,
slc.12.1210.01,12,1210,01,Ontario Conditional Grants,General assistance,,,
slc.12.1210.02,12,1210,02,Canada Conditional Grants,General assistance,,,
slc.12.1210.03,12,1210,03,Other Municipalities,General assistance,,,
slc.12.1210.04,12,1210,04,User Fees and Service Charges,General assistance,,,
slc.12.1210.05,12,1210,05,Ontario Grants - Tangible Capital Assets,General assistance,,,
slc.12.1210.06,12,1210,06,Canada Grants - Tangible Capital Assets,General assistance,,,
slc.12.1210.07,12,1210,07,Other Municipalities - Tangible Capital Assets,General assistance,,,
slc.12.1220.01,12,1220,01,Ontario Conditional Grants,Assistance to aged persons,,,
slc.12.1220.02,12,1220,02,Canada Conditional Grants,Assistance to aged persons,,,
slc.12.1220.03,12,1220,03,Other Municipalities,Assistance to aged persons,,,
slc.12.1220.04,12,1220,04,User Fees and Service Charges,Assistance to aged persons,,,
slc.12.1220.05,12,1220,05,Ontario Grants - Tangible Capital Assets,Assistance to aged persons,,,
slc.12.1220.06,12,1220,06,Canada Grants - Tangible Capital Assets,Assistance to aged persons,,,
slc.12.1220.07,12,1220,07,Other Municipalities - Tangible Capital Assets,Assistance to aged persons,,,
slc.12.1230.01,12,1230,01,Ontario Conditional Grants,Child care,,,
slc.12.1230.02,12,1230,02,Canada Conditional Grants,Child care,,,
slc.12.1230.03,12,1230,03,Other Municipalities,Child care,,,
slc.12.1230.04,12,1230,04,User Fees and Service Charges,Child care,,,
slc.12.1230.05,12,1230,05,Ontario Grants - Tangible Capital Assets,Child care,,,
slc.12.1230.06,12,1230,06,Canada Grants - Tangible Capital Assets,Child care,,,
slc.12.1230.07,12,1230,07,Other Municipalities - Tangible Capital Assets,Child care,,,
slc.12.1298.01,12,1298,01,Ontario Conditional Grants,Please specify,,,
slc.12.1298.02,12,1298,02,Canada Conditional Grants,Please specify,,,
slc.12.1298.03,12,1298,03,Other Municipalities,Please specify,,,
slc.12.1298.04,12,1298,04,User Fees and Service Charges,Please specify,,,
slc.12.1298.05,12,1298,05,Ontario Grants - Tangible Capital Assets,Please specify,,,
slc.12.1298.06,12,1298,06,Canada Grants - Tangible Capital Assets,Please specify,,,
slc.12.1298.07,12,1298,07,Other Municipalities - Tangible Capital Assets,Please specify,,,
slc.12.1299.01,12,1299,01,Ontario Conditional Grants,Subtotal,,,
slc.12.1299.02,12,1299,02,Canada Conditional Grants,Subtotal,,,
slc.12.1299.03,12,1299,03,Other Municipalities,Subtotal,,,
slc.12.1299.04,12,1299,04,User Fees and Service Charges,Subtotal,,,
slc.12.1299.05,12,1299,05,Ontario Grants - Tangible Capital Assets,Subtotal,,,
slc.12.1299.06,12,1299,06,Canada Grants - Tangible Capital Assets,Subtotal,,,
slc.12.1299.07,12,1299,07,Other Municipalities - Tangible Capital Assets,Subtotal,,,
slc.12.1410.01,12,1410,01,Ontario Conditional Grants,Public housing,,,
slc.12.1410.02,12,1410,02,Canada Conditional Grants,Public housing,,,
slc.12.1410.03,12,1410,03,Other Municipalities,Public housing,,,
slc.12.1410.04,12,1410,04,User Fees and Service Charges,Public housing,,,
slc.12.1410.05,12,1410,05,Ontario Grants - Tangible Capital Assets,Public housing,,,
slc.12.1410.06,12,1410,06,Canada Grants - Tangible Capital Assets,Public housing,,,
slc.12.1410.07,12,1410,07,Other Municipalities - Tangible Capital Assets,Public housing,,,
slc.12.1420.01,12,1420,01,Ontario Conditional Grants,Non-profit/Cooperative housing,,,
slc.12.1420.02,12,1420,02,Canada Conditional Grants,Non-profit/Cooperative housing,,,
slc.12.1420.03,12,1420,03,Other Municipalities,Non-profit/Cooperative housing,,,
slc.12.1420.04,12,1420,04,User Fees and Service Charges,Non-profit/Cooperative housing,,,
slc.12.1420.05,12,1420,05,Ontario Grants - Tangible Capital Assets,Non-profit/Cooperative housing,,,
slc.12.1420.06,12,1420,06,Canada Grants - Tangible Capital Assets,Non-profit/Cooperative housing,,,
slc.12.1420.07,12,1420,07,Other Municipalities - Tangible Capital Assets,Non-profit/Cooperative housing,,,
slc.12.1430.01,12,1430,01,Ontario Conditional Grants,Rent Supplement programs,,,
slc.12.1430.02,12,1430,02,Canada Conditional Grants,Rent Supplement programs,,,
slc.12.1430.03,12,1430,03,Other Municipalities,Rent Supplement programs,,,
slc.12.1430.04,12,1430,04,User Fees and Service Charges,Rent Supplement programs,,,
slc.12.1430.05,12,1430,05,Ontario Grants - Tangible Capital Assets,Rent Supplement programs,,,
slc.12.1430.06,12,1430,06,Canada Grants - Tangible Capital Assets,Rent Supplement programs,,,
slc.12.1430.07,12,1430,07,Other Municipalities - Tangible Capital Assets,Rent Supplement programs,,,
slc.12.1497.01,12,1497,01,Ontario Conditional Grants,Please specify,,,
slc.12.1497.02,12,1497,02,Canada Conditional Grants,Please specify,,,
slc.12.1497.03,12,1497,03,Other Municipalities,Please specify,,,
slc.12.1497.04,12,1497,04,User Fees and Service Charges,Please specify,,,
slc.12.1497.05,12,1497,05,Ontario Grants - Tangible Capital Assets,Please specify,,,
slc.12.1497.06,12,1497,06,Canada Grants - Tangible Capital Assets,Please specify,,,
slc.12.1497.07,12,1497,07,Other Municipalities - Tangible Capital Assets,Please specify,,,
slc.12.1498.01,12,1498,01,Ontario Conditional Grants,Please specify,,,
slc.12.1498.02,12,1498,02,Canada Conditional Grants,Please specify,,,
slc.12.1498.03,12,1498,03,Other Municipalities,Please specify,,,
slc.12.1498.04,12,1498,04,User Fees and Service Charges,Please specify,,,
slc.12.1498.05,12,1498,05,Ontario Grants - Tangible Capital Assets,Please specify,,,
slc.12.1498.06,12,1498,06,Canada Grants - Tangible Capital Assets,Please specify,,,
slc.12.1498.07,12,1498,07,Other Municipalities - Tangible Capital Assets,Please specify,,,
slc.12.1499.01,12,1499,01,Ontario Conditional Grants,Subtotal,,,
slc.12.1499.02,12,1499,02,Canada Conditional Grants,Subtotal,,,
slc.12.1499.03,12,1499,03,Other Municipalities,Subtotal,,,
slc.12.1499.04,12,1499,04,User Fees and Service Charges,Subtotal,,,
slc.12.1499.05,12,1499,05,Ontario Grants - Tangible Capital Assets,Subtotal,,,
slc.12.1499.06,12,1499,06,Canada Grants - Tangible Capital Assets,Subtotal,,,
slc.12.1499.07,12,1499,07,Other Municipalities - Tangible Capital Assets,Subtotal,,,
slc.12.1610.01,12,1610,01,Ontario Conditional Grants,Parks,,,
slc.12.1610.02,12,1610,02,Canada Conditional Grants,Parks,,,
slc.12.1610.03,12,1610,03,Other Municipalities,Parks,,,
slc.12.1610.04,12,1610,04,User Fees and Service Charges,Parks,,,
slc.12.1610.05,12,1610,05,Ontario Grants - Tangible Capital Assets,Parks,,,
slc.12.1610.06,12,1610,06,Canada Grants - Tangible Capital Assets,Parks,,,
slc.12.1610.07,12,1610,07,Other Municipalities - Tangible Capital Assets,Parks,,,
slc.12.1620.01,12,1620,01,Ontario Conditional Grants,Recreation programs,,,
slc.12.1620.02,12,1620,02,Canada Conditional Grants,Recreation programs,,,
slc.12.1620.03,12,1620,03,Other Municipalities,Recreation programs,,,
slc.12.1620.04,12,1620,04,User Fees and Service Charges,Recreation programs,,,
slc.12.1620.05,12,1620,05,Ontario Grants - Tangible Capital Assets,Recreation programs,,,
slc.12.1620.06,12,1620,06,Canada Grants - Tangible Capital Assets,Recreation programs,,,
slc.12.1620.07,12,1620,07,Other Municipalities - Tangible Capital Assets,Recreation programs,,,
slc.12.1631.01,12,1631,01,Ontario Conditional Grants,"Recreation facilities - Golf Course, Marina, Ski Hill",,,
slc.12.1631.02,12,1631,02,Canada Conditional Grants,"Recreation facilities - Golf Course, Marina, Ski Hill",,,
slc.12.1631.03,12,1631,03,Other Municipalities,"Recreation facilities - Golf Course, Marina, Ski Hill",,,
slc.12.1631.04,12,1631,04,User Fees and Service Charges,"Recreation facilities - Golf Course, Marina, Ski Hill",,,
slc.12.1631.05,12,1631,05,Ontario Grants - Tangible Capital Assets,"Recreation facilities - Golf Course, Marina, Ski Hill",,,
