Variable Name,Schedule,Line,Column,Column Description,Variable / Line Description,Rev_Exp_Staff_Other,Category,Include,
slc.12.699.03,12,699,3,Other Municipalities,Subtotal,,,,
slc.12.699.04,12,699,4,User Fees and Service Charges,Subtotal,,,,
slc.12.699.05,12,699,5,Ontario Grants - Tangible Capital Assets,Subtotal,,,,
slc.12.699.06,12,699,6,Canada Grants - Tangible Capital Assets,Subtotal,,,,
slc.12.699.07,12,699,7,Other Municipalities - Tangible Capital Assets,Subtotal,,,,
slc.12.811.01,12,811,1,Ontario Conditional Grants,Wastewater collection/conveyance,R,,1,
slc.12.811.02,12,811,2,Canada Conditional Grants,Wastewater collection/conveyance,R,,1,
slc.12.811.03,12,811,3,Other Municipalities,Wastewater collection/conveyance,R,,1,
slc.12.811.04,12,811,4,User Fees and Service Charges,Wastewater collection/conveyance,R,,1,
slc.12.811.05,12,811,5,Ontario Grants - Tangible Capital Assets,Wastewater collection/conveyance,R,,1,
slc.12.811.06,12,811,6,Canada Grants - Tangible Capital Assets,Wastewater collection/conveyance,R,,1,
slc.12.811.07,12,811,7,Other Municipalities - Tangible Capital Assets,Wastewater collection/conveyance,R,,1,
slc.12.812.01,12,812,1,Ontario Conditional Grants,Wastewater treatment & disposal,R,,1,
slc.12.812.02,12,812,2,Canada Conditional Grants,Wastewater treatment & disposal,R,,1,
slc.12.812.03,12,812,3,Other Municipalities,Wastewater treatment & disposal,R,,1,
slc.12.812.04,12,812,4,User Fees and Service Charges,Wastewater treatment & disposal,R,,1,
slc.12.812.05,12,812,5,Ontario Grants - Tangible Capital Assets,Wastewater treatment & disposal,R,,1,
slc.12.812.06,12,812,6,Canada Grants - Tangible Capital Assets,Wastewater treatment & disposal,R,,1,
slc.12.812.07,12,812,7,Other Municipalities - Tangible Capital Assets,Wastewater treatment & disposal,R,,1,
slc.12.821.01,12,821,1,Ontario Conditional Grants,Urban storm sewer system,R,,1,
slc.12.821.02,12,821,2,Canada Conditional Grants,Urban storm sewer system,R,,1,
slc.12.821.03,12,821,3,Other Municipalities,Urban storm sewer system,R,,1,
slc.12.821.04,12,821,4,User Fees and Service Charges,Urban storm sewer system,R,,1,
slc.12.821.05,12,821,5,Ontario Grants - Tangible Capital Assets,Urban storm sewer system,R,,1,
slc.12.821.06,12,821,6,Canada Grants - Tangible Capital Assets,Urban storm sewer system,R,,1,
slc.12.821.07,12,821,7,Other Municipalities - Tangible Capital Assets,Urban storm sewer system,R,,1,
slc.12.822.01,12,822,1,Ontario Conditional Grants,Rural storm sewer system,R,,1,
slc.12.822.02,12,822,2,Canada Conditional Grants,Rural storm sewer system,R,,1,
slc.12.822.03,12,822,3,Other Municipalities,Rural storm sewer system,R,,1,
slc.12.822.04,12,822,4,User Fees and Service Charges,Rural storm sewer system,R,,1,
slc.12.822.05,12,822,5,Ontario Grants - Tangible Capital Assets,Rural storm sewer system,R,,1,
slc.12.822.06,12,822,6,Canada Grants - Tangible Capital Assets,Rural storm sewer system,R,,1,
slc.12.822.07,12,822,7,Other Municipalities - Tangible Capital Assets,Rural storm sewer system,R,,1,
slc.12.831.01,12,831,1,Ontario Conditional Grants,Water treatment,R,,1,
slc.12.831.02,12,831,2,Canada Conditional Grants,Water treatment,R,,1,
slc.12.831.03,12,831,3,Other Municipalities,Water treatment,R,,1,
slc.12.831.04,12,831,4,User Fees and Service Charges,Water treatment,R,,1,
slc.12.831.05,12,831,5,Ontario Grants - Tangible Capital Assets,Water treatment,R,,1,
slc.12.831.06,12,831,6,Canada Grants - Tangible Capital Assets,Water treatment,R,,1,
slc.12.831.07,12,831,7,Other Municipalities - Tangible Capital Assets,Water treatment,R,,1,
slc.12.832.01,12,832,1,Ontario Conditional Grants,Water distribution/transmission,R,,1,
slc.12.832.02,12,832,2,Canada Conditional Grants,Water distribution/transmission,R,,1,
slc.12.832.03,12,832,3,Other Municipalities,Water distribution/transmission,R,,1,
slc.12.832.04,12,832,4,User Fees and Service Charges,Water distribution/transmission,R,,1,
slc.12.832.05,12,832,5,Ontario Grants - Tangible Capital Assets,Water distribution/transmission,R,,1,
slc.12.832.06,12,832,6,Canada Grants - Tangible Capital Assets,Water distribution/transmission,R,,1,
slc.12.832.07,12,832,7,Other Municipalities - Tangible Capital Assets,Water distribution/transmission,R,,1,
slc.12.840.01,12,840,1,Ontario Conditional Grants,Solid waste collection,R,,1,
slc.12.840.02,12,840,2,Canada Conditional Grants,Solid waste collection,R,,1,
slc.12.840.03,12,840,3,Other Municipalities,Solid waste collection,R,,1,
slc.12.840.04,12,840,4,User Fees and Service Charges,Solid waste collection,R,,1,
slc.12.840.05,12,840,5,Ontario Grants - Tangible Capital Assets,Solid waste collection,R,,1,
slc.12.840.06,12,840,6,Canada Grants - Tangible Capital Assets,Solid waste collection,R,,1,
slc.12.840.07,12,840,7,Other Municipalities - Tangible Capital Assets,Solid waste collection,R,,1,
slc.12.850.01,12,850,1,Ontario Conditional Grants,Solid waste disposal,R,,1,
slc.12.850.02,12,850,2,Canada Conditional Grants,Solid waste disposal,R,,1,
slc.12.850.03,12,850,3,Other Municipalities,Solid waste disposal,R,,1,
slc.12.850.04,12,850,4,User Fees and Service Charges,Solid waste disposal,R,,1,
slc.12.850.05,12,850,5,Ontario Grants - Tangible Capital Assets,Solid waste disposal,R,,1,
slc.12.850.06,12,850,6,Canada Grants - Tangible Capital Assets,Solid waste disposal,R,,1,
slc.12.850.07,12,850,7,Other Municipalities - Tangible Capital Assets,Solid waste disposal,R,,1,
slc.12.860.01,12,860,1,Ontario Conditional Grants,Waste diversion,R,,1,
slc.12.860.02,12,860,2,Canada Conditional Grants,Waste diversion,R,,1,
slc.12.860.03,12,860,3,Other Municipalities,Waste diversion,R,,1,
slc.12.860.04,12,860,4,User Fees and Service Charges,Waste diversion,R,,1,
slc.12.860.05,12,860,5,Ontario Grants - Tangible Capital Assets,Waste diversion,R,,1,
slc.12.860.06,12,860,6,Canada Grants - Tangible Capital Assets,Waste diversion,R,,1,
slc.12.860.07,12,860,7,Other Municipalities - Tangible Capital Assets,Waste diversion,R,,1,
slc.12.898.01,12,898,1,Ontario Conditional Grants,Please specify,R,,1,
slc.12.898.02,12,898,2,Canada Conditional Grants,Please specify,R,,1,
slc.12.898.03,12,898,3,Other Municipalities,Please specify,R,,1,
slc.12.898.04,12,898,4,User Fees and Service Charges,Please specify,R,,1,
slc.12.898.05,12,898,5,Ontario Grants - Tangible Capital Assets,Please specify,R,,1,
slc.12.898.06,12,898,6,Canada Grants - Tangible Capital Assets,Please specify,R,,1,
slc.12.898.07,12,898,7,Other Municipalities - Tangible Capital Assets,Please specify,R,,1,
slc.12.899.01,12,899,1,Ontario Conditional Grants,Subtotal,,,,
slc.12.899.02,12,899,2,Canada Conditional Grants,Subtotal,,,,
slc.12.899.03,12,899,3,Other Municipalities,Subtotal,,,,
slc.12.899.04,12,899,4,User Fees and Service Charges,Subtotal,,,,
slc.12.899.05,12,899,5,Ontario Grants - Tangible Capital Assets,Subtotal,,,,
slc.12.899.06,12,899,6,Canada Grants - Tangible Capital Assets,Subtotal,,,,
slc.12.899.07,12,899,7,Other Municipalities - Tangible Capital Assets,Subtotal,,,,
slc.12.1010.01,12,1010,1,Ontario Conditional Grants,Public health services,R,,1,
slc.12.1010.02,12,1010,2,Canada Conditional Grants,Public health services,R,,1,
slc.12.1010.03,12,1010,3,Other Municipalities,Public health services,R,,1,
slc.12.1010.04,12,1010,4,User Fees and Service Charges,Public health services,R,,1,
slc.12.1010.05,12,1010,5,Ontario Grants - Tangible Capital Assets,Public health services,R,,1,
slc.12.1010.06,12,1010,6,Canada Grants - Tangible Capital Assets,Public health services,R,,1,
slc.12.1010.07,12,1010,7,Other Municipalities - Tangible Capital Assets,Public health services,R,,1,
slc.12.1020.01,12,1020,1,Ontario Conditional Grants,Hospitals,R,,1,
slc.12.1020.02,12,1020,2,Canada Conditional Grants,Hospitals,R,,1,
slc.12.1020.03,12,1020,3,Other Municipalities,Hospitals,R,,1,
slc.12.1020.04,12,1020,4,User Fees and Service Charges,Hospitals,R,,1,
slc.12.1020.05,12,1020,5,Ontario Grants - Tangible Capital Assets,Hospitals,R,,1,
slc.12.1020.06,12,1020,6,Canada Grants - Tangible Capital Assets,Hospitals,R,,1,
slc.12.1020.07,12,1020,7,Other Municipalities - Tangible Capital Assets,Hospitals,R,,1,
slc.12.1030.01,12,1030,1,Ontario Conditional Grants,Ambulance services,R,,1,
slc.12.1030.02,12,1030,2,Canada Conditional Grants,Ambulance services,R,,1,
slc.12.1030.03,12,1030,3,Other Municipalities,Ambulance services,R,,1,
slc.12.1030.04,12,1030,4,User Fees and Service Charges,Ambulance services,R,,1,
slc.12.1030.05,12,1030,5,Ontario Grants - Tangible Capital Assets,Ambulance services,R,,1,
slc.12.1030.06,12,1030,6,Canada Grants - Tangible Capital Assets,Ambulance services,R,,1,
slc.12.1030.07,12,1030,7,Other Municipalities - Tangible Capital Assets,Ambulance services,R,,1,
slc.12.1035.01,12,1035,1,Ontario Conditional Grants,Ambulance dispatch,R,,1,
slc.12.1035.02,12,1035,2,Canada Conditional Grants,Ambulance dispatch,R,,1,
slc.12.1035.03,12,1035,3,Other Municipalities,Ambulance dispatch,R,,1,
slc.12.1035.04,12,1035,4,User Fees and Service Charges,Ambulance dispatch,R,,1,
slc.12.1035.05,12,1035,5,Ontario Grants - Tangible Capital Assets,Ambulance dispatch,R,,1,
slc.12.1035.06,12,1035,6,Canada Grants - Tangible Capital Assets,Ambulance dispatch,R,,1,
slc.12.1035.07,12,1035,7,Other Municipalities - Tangible Capital Assets,Ambulance dispatch,R,,1,
slc.12.1040.01,12,1040,1,Ontario Conditional Grants,Cemeteries,R,,1,
slc.12.1040.02,12,1040,2,Canada Conditional Grants,Cemeteries,R,,1,
slc.12.1040.03,12,1040,3,Other Municipalities,Cemeteries,R,,1,
slc.12.1040.04,12,1040,4,User Fees and Service Charges,Cemeteries,R,,1,
slc.12.1040.05,12,1040,5,Ontario Grants - Tangible Capital Assets,Cemeteries,R,,1,
slc.12.1040.06,12,1040,6,Canada Grants - Tangible Capital Assets,Cemeteries,R,,1,
slc.12.1040.07,12,1040,7,Other Municipalities - Tangible Capital Assets,Cemeteries,R,,1,
slc.12.1098.01,12,1098,1,Ontario Conditional Grants,Please specify,R,,1,
slc.12.1098.02,12,1098,2,Canada Conditional Grants,Please specify,R,,1,
slc.12.1098.03,12,1098,3,Other Municipalities,Please specify,R,,1,
slc.12.1098.04,12,1098,4,User Fees and Service Charges,Please specify,R,,1,
slc.12.1098.05,12,1098,5,Ontario Grants - Tangible Capital Assets,Please specify,R,,1,
slc.12.1098.06,12,1098,6,Canada Grants - Tangible Capital Assets,Please specify,R,,1,
slc.12.1098.07,12,1098,7,Other Municipalities - Tangible Capital Assets,Please specify,R,,1,
slc.12.1099.01,12,1099,1,Ontario Conditional Grants,Subtotal,,,,
slc.12.1099.02,12,1099,2,Canada Conditional Grants,Subtotal,,,,
slc.12.1099.03,12,1099,3,Other Municipalities,Subtotal,,,,
slc.12.1099.04,12,1099,4,User Fees and Service Charges,Subtotal,,,,
slc.12.1099.05,12,1099,5,Ontario Grants - Tangible Capital Assets,Subtotal,,,,
slc.12.1099.06,12,1099,6,Canada Grants - Tangible Capital Assets,Subtotal,,,,
slc.12.1099.07,12,1099,7,Other Municipalities - Tangible Capital Assets,Subtotal,,,,
slc.12.1210.01,12,1210,1,Ontario Conditional Grants,General assistance,R,,1,
slc.12.1210.02,12,1210,2,Canada Conditional Grants,General assistance,R,,1,
slc.12.1210.03,12,1210,3,Other Municipalities,General assistance,R,,1,
slc.12.1210.04,12,1210,4,User Fees and Service Charges,General assistance,R,,1,
slc.12.1210.05,12,1210,5,Ontario Grants - Tangible Capital Assets,General assistance,R,,1,
slc.12.1210.06,12,1210,6,Canada Grants - Tangible Capital Assets,General assistance,R,,1,
slc.12.1210.07,12,1210,7,Other Municipalities - Tangible Capital Assets,General assistance,R,,1,
slc.12.1220.01,12,1220,1,Ontario Conditional Grants,Assistance to aged persons,R,,1,
slc.12.1220.02,12,1220,2,Canada Conditional Grants,Assistance to aged persons,R,,1,
slc.12.1220.03,12,1220,3,Other Municipalities,Assistance to aged persons,R,,1,
slc.12.1220.04,12,1220,4,User Fees and Service Charges,Assistance to aged persons,R,,1,
slc.12.1220.05,12,1220,5,Ontario Grants - Tangible Capital Assets,Assistance to aged persons,R,,1,
slc.12.1220.06,12,1220,6,Canada Grants - Tangible Capital Assets,Assistance to aged persons,R,,1,
slc.12.1220.07,12,1220,7,Other Municipalities - Tangible Capital Assets,Assistance to aged persons,R,,1,
slc.12.1230.01,12,1230,1,Ontario Conditional Grants,Child care,R,,1,
slc.12.1230.02,12,1230,2,Canada Conditional Grants,Child care,R,,1,
slc.12.1230.03,12,1230,3,Other Municipalities,Child care,R,,1,
slc.12.1230.04,12,1230,4,User Fees and Service Charges,Child care,R,,1,
slc.12.1230.05,12,1230,5,Ontario Grants - Tangible Capital Assets,Child care,R,,1,
slc.12.1230.06,12,1230,6,Canada Grants - Tangible Capital Assets,Child care,R,,1,
slc.12.1230.07,12,1230,7,Other Municipalities - Tangible Capital Assets,Child care,R,,1,
slc.12.1298.01,12,1298,1,Ontario Conditional Grants,Please specify,R,,1,
slc.12.1298.02,12,1298,2,Canada Conditional Grants,Please specify,R,,1,
slc.12.1298.03,12,1298,3,Other Municipalities,Please specify,R,,1,
slc.12.1298.04,12,1298,4,User Fees and Service Charges,Please specify,R,,1,
slc.12.1298.05,12,1298,5,Ontario Grants - Tangible Capital Assets,Please specify,R,,1,
slc.12.1298.06,12,1298,6,Canada Grants - Tangible Capital Assets,Please specify,R,,1,
slc.12.1298.07,12,1298,7,Other Municipalities - Tangible Capital Assets,Please specify,R,,1,
slc.12.1299.01,12,1299,1,Ontario Conditional Grants,Subtotal,,,,
slc.12.1299.02,12,1299,2,Canada Conditional Grants,Subtotal,,,,
slc.12.1299.03,12,1299,3,Other Municipalities,Subtotal,,,,
slc.12.1299.04,12,1299,4,User Fees and Service Charges,Subtotal,,,,
slc.12.1299.05,12,1299,5,Ontario Grants - Tangible Capital Assets,Subtotal,,,,
slc.12.1299.06,12,1299,6,Canada Grants - Tangible Capital Assets,Subtotal,,,,
slc.12.1299.07,12,1299,7,Other Municipalities - Tangible Capital Assets,Subtotal,,,,
slc.12.1410.01,12,1410,1,Ontario Conditional Grants,Public housing,R,,1,
slc.12.1410.02,12,1410,2,Canada Conditional Grants,Public housing,R,,1,
slc.12.1410.03,12,1410,3,Other Municipalities,Public housing,R,,1,
slc.12.1410.04,12,1410,4,User Fees and Service Charges,Public housing,R,,1,
slc.12.1410.05,12,1410,5,Ontario Grants - Tangible Capital Assets,Public housing,R,,1,
slc.12.1410.06,12,1410,6,Canada Grants - Tangible Capital Assets,Public housing,R,,1,
slc.12.1410.07,12,1410,7,Other Municipalities - Tangible Capital Assets,Public housing,R,,1,
slc.12.1420.01,12,1420,1,Ontario Conditional Grants,Non-profit/Cooperative housing,R,,1,
slc.12.1420.02,12,1420,2,Canada Conditional Grants,Non-profit/Cooperative housing,R,,1,
slc.12.1420.03,12,1420,3,Other Municipalities,Non-profit/Cooperative housing,R,,1,
slc.12.1420.04,12,1420,4,User Fees and Service Charges,Non-profit/Cooperative housing,R,,1,
slc.12.1420.05,12,1420,5,Ontario Grants - Tangible Capital Assets,Non-profit/Cooperative housing,R,,1,
slc.12.1420.06,12,1420,6,Canada Grants - Tangible Capital Assets,Non-profit/Cooperative housing,R,,1,
slc.12.1420.07,12,1420,7,Other Municipalities - Tangible Capital Assets,Non-profit/Cooperative housing,R,,1,
slc.12.1430.01,12,1430,1,Ontario Conditional Grants,Rent Supplement programs,R,,1,
slc.12.1430.02,12,1430,2,Canada Conditional Grants,Rent Supplement programs,R,,1,
slc.12.1430.03,12,1430,3,Other Municipalities,Rent Supplement programs,R,,1,
slc.12.1430.04,12,1430,4,User Fees and Service Charges,Rent Supplement programs,R,,1,
slc.12.1430.05,12,1430,5,Ontario Grants - Tangible Capital Assets,Rent Supplement programs,R,,1,
slc.12.1430.06,12,1430,6,Canada Grants - Tangible Capital Assets,Rent Supplement programs,R,,1,
slc.12.1430.07,12,1430,7,Other Municipalities - Tangible Capital Assets,Rent Supplement programs,R,,1,
slc.12.1497.01,12,1497,1,Ontario Conditional Grants,Please specify,R,,1,
slc.12.1497.02,12,1497,2,Canada Conditional Grants,Please specify,R,,1,
slc.12.1497.03,12,1497,3,Other Municipalities,Please specify,R,,1,
slc.12.1497.04,12,1497,4,User Fees and Service Charges,Please specify,R,,1,
slc.12.1497.05,12,1497,5,Ontario Grants - Tangible Capital Assets,Please specify,R,,1,
slc.12.1497.06,12,1497,6,Canada Grants - Tangible Capital Assets,Please specify,R,,1,
slc.12.1497.07,12,1497,7,Other Municipalities - Tangible Capital Assets,Please specify,R,,1,
slc.12.1498.01,12,1498,1,Ontario Conditional Grants,Please specify,R,,1,
slc.12.1498.02,12,1498,2,Canada Conditional Grants,Please specify,R,,1,
slc.12.1498.03,12,1498,3,Other Municipalities,Please specify,R,,1,
slc.12.1498.04,12,1498,4,User Fees and Service Charges,Please specify,R,,1,
slc.12.1498.05,12,1498,5,Ontario Grants - Tangible Capital Assets,Please specify,R,,1,
slc.12.1498.06,12,1498,6,Canada Grants - Tangible Capital Assets,Please specify,R,,1,
slc.12.1498.07,12,1498,7,Other Municipalities - Tangible Capital Assets,Please specify,R,,1,
slc.12.1499.01,12,1499,1,Ontario Conditional Grants,Subtotal,,,,
slc.12.1499.02,12,1499,2,Canada Conditional Grants,Subtotal,,,,
slc.12.1499.03,12,1499,3,Other Municipalities,Subtotal,,,,
slc.12.1499.04,12,1499,4,User Fees and Service Charges,Subtotal,,,,
slc.12.1499.05,12,1499,5,Ontario Grants - Tangible Capital Assets,Subtotal,,,,
slc.12.1499.06,12,1499,6,Canada Grants - Tangible Capital Assets,Subtotal,,,,
slc.12.1499.07,12,1499,7,Other Municipalities - Tangible Capital Assets,Subtotal,,,,
slc.12.1610.01,12,1610,1,Ontario Conditional Grants,Parks,R,,1,
slc.12.1610.02,12,1610,2,Canada Conditional Grants,Parks,R,,1,
slc.12.1610.03,12,1610,3,Other Municipalities,Parks,R,,1,
slc.12.1610.04,12,1610,4,User Fees and Service Charges,Parks,R,,1,
slc.12.1610.05,12,1610,5,Ontario Grants - Tangible Capital Assets,Parks,R,,1,
slc.12.1610.06,12,1610,6,Canada Grants - Tangible Capital Assets,Parks,R,,1,
slc.12.1610.07,12,1610,7,Other Municipalities - Tangible Capital Assets,Parks,R,,1,
slc.12.1620.01,12,1620,1,Ontario Conditional Grants,Recreation programs,R,,1,
slc.12.1620.02,12,1620,2,Canada Conditional Grants,Recreation programs,R,,1,
slc.12.1620.03,12,1620,3,Other Municipalities,Recreation programs,R,,1,
slc.12.1620.04,12,1620,4,User Fees and Service Charges,Recreation programs,R,,1,
slc.12.1620.05,12,1620,5,Ontario Grants - Tangible Capital Assets,Recreation programs,R,,1,
slc.12.1620.06,12,1620,6,Canada Grants - Tangible Capital Assets,Recreation programs,R,,1,
slc.12.1620.07,12,1620,7,Other Municipalities - Tangible Capital Assets,Recreation programs,R,,1,
slc.12.1631.01,12,1631,1,Ontario Conditional Grants,"Recreation facilities - Golf Course, Marina, Ski Hill",R,,1,
slc.12.1631.02,12,1631,2,Canada Conditional Grants,"Recreation facilities - Golf Course, Marina, Ski Hill",R,,1,
slc.12.1631.03,12,1631,3,Other Municipalities,"Recreation facilities - Golf Course, Marina, Ski Hill",R,,1,
slc.12.1631.04,12,1631,4,User Fees and Service Charges,"Recreation facilities - Golf Course, Marina, Ski Hill",R,,1,
